,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
2052,"[18, 35, 36]",754609,en,A 1950s London cleaning lady falls in love with an haute couture dress by Christian Dior and decides to gamble everything for the sake of this folly.,2.3565,2022-07-15,Mrs. Harris Goes to Paris,7.3,487
2053,"[16, 10751, 35, 28]",9502,en,"Chosen by prophecy but doubted by all, Po is an unlikely Dragon Warrior—a clumsy panda thrust into the world of kung fu as a deadly enemy threatens the Valley of Peace. Guided by Master Shifu and the Furious Five, Po must embrace who he is to unlock the power that no scroll can teach.",13.3145,2008-06-04,Kung Fu Panda,7.314,12387
2054,"[18, 10749]",400617,en,"In 1950s London, a renowned dressmaker's meticulous lifestyle begins drastically changing as his relationship with his young muse intensifies.",4.3468,2017-12-25,Phantom Thread,7.313,3713
2055,[18],342737,en,"In 1979 Santa Barbara, California, Dorothea Fields is a determined single mother in her mid-50s who is raising her adolescent son, Jamie, at a moment brimming with cultural change and rebellion. Dorothea enlists the help of two younger women – Abbie, a free-spirited punk artist living as a boarder in the Fields' home and Julie, a savvy and provocative teenage neighbour – to help with Jamie's upbringing.",2.0855,2016-12-28,20th Century Women,7.3,1218
2056,"[10402, 35, 10749, 10751]",15157,en,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",2.5094,2008-09-16,Another Cinderella Story,7.313,2098
2057,"[28, 12, 878]",861,en,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company that manufactures memories. When his memory implant goes wrong, Doug can no longer be sure what is and isn't reality.",10.7876,1990-06-01,Total Recall,7.313,6289
2058,[35],14645,fr,"Two neurotics, working for a suicide hotline on the night of Christmas Eve, get caught up in a catastrophe when a pregnant woman, her abusive boyfriend, and a transvestite visit their office.",0.8946,1982-08-25,Santa Claus Is a Stinker,7.312,1047
2059,"[18, 36, 80]",3131,en,"In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigrant gang leader. He knows that revenge can only be attained by infiltrating Cutting's inner circle. Vallon's journey becomes a fight for personal survival and to find a place for the Irish people.",7.5376,2002-12-14,Gangs of New York,7.313,7057
2060,"[16, 10749, 878, 18]",604605,ja,"A shy high schooler in Kyoto meets a man claiming to be his future self, who tells him he’s hacked into the past to save their first love.",3.2331,2019-09-20,Hello World,7.311,394
2061,[18],407449,en,"Follows the journey of a 90-year-old atheist and the quirky characters that inhabit his off-the-map desert town. He finds himself at the precipice of life, thrust into a journey of self-exploration.",2.09,2017-09-29,Lucky,7.311,625
2062,"[10749, 18, 36]",167073,en,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.",4.3025,2015-10-20,Brooklyn,7.311,3214
2063,"[10749, 18]",2977,en,"Though young Jane Austen's financially strapped parents expect her to marry the nephew of wealthy Lady Gresham, Jane herself knows that such a union will destroy her creativity and sense of self-worth. Instead, she becomes involved with Tom Lefroy, a charming but penniless apprentice lawyer who gives her the knowledge of the heart she needs for her future career as a novelist.",1.8954,2007-03-02,Becoming Jane,7.311,1237
2064,[35],813,en,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,7.2496,1980-06-27,Airplane!,7.311,4935
2065,"[53, 18, 80]",486947,da,"Police officer Asger Holm, demoted to desk work as an alarm dispatcher, answers a call from a panicked woman who claims to have been kidnapped. Confined to the police station and with the phone as his only tool, Asger races against time to get help and find her.",1.6612,2018-02-22,The Guilty,7.31,1800
2066,"[18, 12, 53]",10669,en,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",3.0965,1972-08-18,Deliverance,7.31,1750
2067,"[35, 10752]",3063,en,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,1.5663,1933-11-12,Duck Soup,7.31,841
2068,"[35, 18]",177,en,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,2.9019,1991-09-20,The Fisher King,7.31,1430
2069,"[18, 10749]",621013,en,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",1.6894,2020-08-21,Chemical Hearts,7.309,1155
2070,"[14, 12]",259316,en,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",10.8441,2016-11-16,Fantastic Beasts and Where to Find Them,7.309,19497
2071,"[36, 18]",82695,en,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",8.807,2012-12-18,Les Misérables,7.309,5508
2072,[27],49361,it,A reporter and a promiscuous young woman try to solve a series of child killings in a remote southern Italian town rife with superstition and a distrust of outsiders.,1.9153,1972-09-29,Don't Torture a Duckling,7.309,403
2073,[18],15774,hi,"A successful Indian scientist returns home to his village to take his nanny back to America with him, and in the process rediscovers his roots.",1.1053,2004-12-17,Swades,7.309,367
2074,"[28, 53, 80]",11647,cn,"In this prequel to the original, a bloody power struggle among the Triads coincides with the 1997 handover of Hong Kong, setting up the events of the first film.",2.9132,2003-10-01,Infernal Affairs II,7.3,461
2075,"[18, 10749]",649,fr,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",2.6785,1967-05-24,Belle de Jour,7.309,996
2076,"[53, 878, 9648]",45612,en,"When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",9.3944,2011-03-30,Source Code,7.308,8912
2077,"[10752, 12, 53, 28]",10911,en,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",2.9455,1961-04-27,The Guns of Navarone,7.308,843
2078,"[35, 18, 10402]",1000866,fr,"Diagnosed with leukemia, a successful orchestra conductor learns that he is adopted, and his younger brother is in a village marching band. The conductor decides to help them win a regional contest.",1.8844,2024-11-27,The Marching Band,7.307,448
2079,[18],43266,en,"Huw Morgan, the academically inclined youngest son in a proud family of Welsh coal miners, witnesses the tumultuous events of his young life during a period of rapid social change. At the dawn of the 20th-century, a miners' strike divides the Morgans: the sons demand improvements, and the father doesn't want to rock the boat.",1.9126,1941-10-28,How Green Was My Valley,7.307,442
2080,"[80, 18, 53]",26900,tr,"Baran the Bandit, released from prison after serving 35 years, searches for vengeance against his former best friend who betrayed him and stole his lover, teaming up with a young punk with his own demons along the way.",0.4951,1996-11-29,The Bandit,7.307,348
2081,"[18, 36, 10752]",11101,de,"A German Platoon is explored through the brutal fighting of the Battle of Stalingrad. After half of their number is wiped out and they're placed under the command of a sadistic captain, the platoon lieutenant leads his men to desert. The platoon members attempt escape from the city, now surrounded by the Soviet Army.",2.9001,1993-01-20,Stalingrad,7.308,612
2082,"[18, 27, 53]",10234,de,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",4.6842,1997-08-23,Funny Games,7.308,2018
2083,"[10402, 18]",504608,en,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",5.1742,2019-05-17,Rocketman,7.306,4905
2084,"[14, 12, 10751, 28, 35]",451048,en,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",8.2853,2021-07-28,Jungle Cruise,7.306,6056
