,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
3985,"[35, 18]",883,en,An anthology of eleven vignettes featuring star-studded casts of extremely unique individuals who all share the common activities of conversing while drinking coffee and smoking cigarettes.,2.3674,2004-03-12,Coffee and Cigarettes,6.905,1016
3986,"[28, 12, 53]",646389,en,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",6.0885,2023-01-11,Plane,6.903,2576
3987,"[18, 80, 10749]",542417,en,"A destitute young man, raised by racist skinheads and notorious among white supremacists, turns his back on hatred and violence to transform his life, with the help of a black activist and the woman he loves.",2.8688,2019-07-26,Skin,6.904,450
3988,[18],519465,da,"Anne, a brilliant and dedicated advocacy lawyer specialising in society’s most vulnerable, children and young adults, lives what appears to be the picture-perfect life with her doctor-husband, Peter, and their twin daughters. When her estranged teenage stepson, Gustav, moves in with them, Anne’s escalating desire leads her down a dangerous rabbit hole which, once exposed, unleashes a sequence of events destined to destroy her world.",13.2467,2019-03-27,Queen of Hearts,6.904,359
3989,"[12, 16, 35, 10751, 14]",77459,fr,"Paris, 1910. Emile, a shy movie projectionist, and Raoul, a colourful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief.",2.8501,2011-10-12,A Monster in Paris,6.904,1330
3990,"[35, 18]",14926,en,"Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny to Ray - the precocious, oft-ignored daughter of a music executive - she learns what it means to be an adult while teaching Ray how to be a child.",3.2431,2003-08-15,Uptown Girls,6.9,1066
3991,"[37, 12]",2023,en,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",7.6444,2004-02-04,Hidalgo,6.906,1307
3992,"[9648, 878, 53]",846,en,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",4.6973,1998-06-19,The X-Files,6.904,1753
3993,"[18, 36]",397538,sv,"The Swedish Björn Borg and the American John McEnroe, the best tennis players in the world, maintain a legendary duel during the 1980 Wimbledon tournament.",1.2569,2017-09-08,Borg vs McEnroe,6.903,1190
3994,[18],221902,fr,Sandra is a young woman who has only one weekend to convince her colleagues they must give up their bonuses in order for her to keep her job — not an easy task in this economy.,1.7502,2014-05-21,"Two Days, One Night",6.903,997
3995,"[35, 18]",18971,en,"Rosencrantz and Guildensterm, minor characters from the play 'Hamlet', find themselves on the road to Elsinore Castle at the behest of the King of Denmark. The duo encounter a band of players before arriving to find that they are needed to try to discern what troubles the prince Hamlet. Meanwhile, they ponder the meaning of their existence.",0.8974,1991-02-08,Rosencrantz & Guildenstern Are Dead,6.903,315
3996,"[27, 35]",16281,en,"Five grisly tales from a 1950s-style comic, including a murdered father rising from beyond, a bizarre meteor, a vengeful husband, a mysterious crate's occupant, and a plague of cockroaches.",3.6714,1982-11-10,Creepshow,6.903,1124
3997,"[12, 14, 10751]",11571,en,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,2.0927,1959-12-15,Journey to the Center of the Earth,6.903,498
3998,"[80, 18]",1987,de,"A 14-year-old video enthusiast obsessed with violent films decides to make one of his own and show it to his parents, with tragic results.",0.4872,1992-11-06,Benny's Video,6.9,383
3999,"[10752, 18, 36, 28]",531876,en,"A small unit of U.S. soldiers, alone at the remote Combat Outpost Keating, located deep in the valley of three mountains in Afghanistan, battles to defend against an overwhelming force of Taliban fighters in a coordinated attack. The Battle of Kamdesh, as it was known, was the bloodiest American engagement of the Afghan War in 2009 and Bravo Troop 3-61 CAV became one of the most decorated units of the 19-year conflict.",3.7701,2020-06-24,The Outpost,6.902,1141
4000,"[10751, 12, 16, 14, 28, 878]",25961,ja,"Ash and friends (this time accompanied by newcomer Dawn) arrive at an idyllic village on their way to their next Pokemon contest, where chaos will soon erupt with the prophecy of two Pokemon Gods (Dialga and Palkia) and the arrival of a mysterious, seemingly deadly Pokemon named Darkrai, which has the power to distort space and time.",2.5752,2007-07-14,Pokémon: The Rise of Darkrai,6.9,301
4001,"[10751, 35, 80, 10749, 9648]",14900,en,"Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.",4.3513,1981-06-26,The Great Muppet Caper,6.9,331
4002,"[18, 37]",13909,en,"On the eve of retirement, Captain Nathan Brittles takes out a last patrol to stop an impending massive Indian attack. Encumbered by women who must be evacuated, Brittles finds his mission imperiled.",1.8877,1949-10-22,She Wore a Yellow Ribbon,6.902,394
4003,"[16, 35, 878, 28, 14]",13253,en,"When Leela is insulted by a group of space-rednecks (like regular rednecks, but in space), she enters the Planet Express ship in a demolition derby. Leela emerges victorious, but when she brings the damaged ship home, and the Professor sees the fuel gauge, he's enraged by the hit he's going to take at the Dark Matter pump.  Now the crew have to find a way to break Mom's stranglehold on starship fuel, even if they have to wade through a Lord of the Rings-inspired fantasy-land to do it!",1.6672,2008-11-03,Futurama: Bender's Game,6.902,585
4004,"[18, 80]",1553,fr,"A ruthless real estate agent discovers a passion for piano and auditions with help from a young virtuoso, but the pressures of his corrupt career threaten to derail his musical aspirations.",1.5334,2005-03-16,The Beat That My Heart Skipped,6.9,484
4005,"[18, 36]",423899,en,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,2.063,2017-09-13,Victoria & Abdul,6.901,1186
4006,"[35, 18, 10749]",310593,it,"Two lifelong friends bond whilst vacationing in a luxury Swiss Alps lodge as they ponder retirement. While Fred has no plans to resume his musical career despite the urging of his loving daughter Lena, Mick is intent on finishing the screenplay for what may be his last important film for his muse Brenda. And where will inspiration lead their younger friend Jimmy, an actor grasping to make sense of his next performance?",4.1615,2015-05-20,Youth,6.901,2171
4007,"[28, 12, 878]",131634,en,"As the war between the Capitol and the districts reaches its peak, Katniss Everdeen embarks on a perilous mission to liberate Panem and confront President Snow. Joined by a team of trusted allies, she navigates deadly traps, shifting loyalties, and the heavy cost of rebellion, determined to bring freedom to her people and end the Hunger Games once and for all.",8.5688,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.901,13147
4008,"[18, 28, 53]",70057,zh,"A sinful martial arts expert wants to start a new tranquil life, only to be hunted by a determined detective and his former master.",2.5222,2011-07-04,Dragon,6.9,312
4009,"[28, 53, 878]",59967,en,"In the year 2044, time travel has not yet been invented but in 30 years it will have been. When the mob wants to get rid of someone, they will send their target into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",9.4116,2012-09-26,Looper,6.901,10681
4010,"[28, 35, 12]",35138,zh,"The story of a farmer forced into conscription, who has been looking to get out of the army ever since. His great chance arrives when he stumbles upon a wounded general from an enemy state, and he kidnaps him, intending to claim credit for the capture, which includes five acres of land, and most importantly, honorable discharge from the army.",2.2233,2010-02-14,Little Big Soldier,6.901,333
4011,[18],15163,en,"The true story of William Wilberforce and his courageous quest to end the British slave trade. Along the way, Wilberforce meets intense opposition, but his minister urges him to see the cause through.",1.0667,2006-09-16,Amazing Grace,6.901,313
4012,"[28, 80, 53]",11134,cn,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,2.7402,1992-07-04,Police Story 3: Super Cop,6.901,553
4013,"[80, 9648, 53, 18, 28]",2163,en,"On their cross-country drive, a married couple, Jeff and Amy Taylor, experience car trouble after their SUV breaks down. Stranded in the New Mexico desert, the two catch a break when a passing truck driver offers Amy a ride to a nearby café to call for help. Meanwhile, Jeff is able to fix the car and make his way to the café, but Amy isn't there. He tracks down the trucker ― who tells the police he's never seen Jeff or his wife before. Jeff then begins a desperate, frenzied search for Amy.",4.3971,1997-05-02,Breakdown,6.901,1045
4014,[18],618416,en,"When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the bird’s arrival makes a profound difference in the struggling family’s life.",1.7476,2021-01-21,Penguin Bloom,6.9,329
4015,"[10749, 18]",465914,en,"After her fiance is falsely imprisoned, a pregnant African-American woman sets out to clear his name and prove his innocence.",2.079,2018-12-14,If Beale Street Could Talk,6.9,1197
4016,"[35, 10749, 18]",38408,en,"After a disastrous first date for caterer Holly and network sports director Messer, all they have in common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",3.2131,2010-10-02,Life As We Know It,6.9,3240
4017,"[10751, 35]",23479,en,"An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.",2.1633,1976-04-06,The Bad News Bears,6.896,326
4018,[18],13416,en,"A small, turbulent town in Texas obsesses over their high school football team to an unhealthy degree. When the star tailback, Boobie Miles, is seriously injured during the first game of the season, all hope is lost, and the town's dormant social problems begin to flare up. It is left to the inspiring abilities of new coach Gary Gaines to instill in the other team members -- and, by proxy, the town itself -- a sense of self-respect and honor.",2.1062,2004-10-08,Friday Night Lights,6.9,613
4019,"[10749, 28, 35, 80]",11205,cn,"Cousins Thomas and David, owners of a mobile restaurant, team up with their friend Moby, a bumbling private detective, to save the beautiful Sylvia, a pickpocket.",3.4074,1984-08-17,Wheels on Meals,6.9,426
4020,"[35, 53, 9648]",1958,fr,"Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",1.8402,2002-02-06,8 Women,6.9,1046
4021,"[35, 18]",249,en,"Barbara and Oliver Rose live happily as a married couple. When Barbara starts to wonder what life would be like without Oliver and likes what she sees, the two begin a campaign to force each other to leave their house, with their divorce lawyer D'Amato caught in the middle.",2.3523,1989-12-08,The War of the Roses,6.9,1216
4022,"[18, 10749]",10445,en,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham.",1.5619,1993-12-25,Shadowlands,6.899,301
4023,"[80, 18, 53]",7291,fr,"In Paris, two cops are competing for the vacant job of chief of police, in the middle of the search for a gang of violent thieves. The movie is directed by Olivier Marchal, a former police officer who spent 12 years with the French police before creating this story, taken in part from real events of the 1980s.",1.5586,2004-11-24,36th Precinct,6.9,633
4024,[18],1371,en,Following Rocky Balboa's intense battle with his most powerful adversary yet – the ferocious Clubber Lang – Rocky joins forces with former rival Apollo Creed in an effort to get back his fighting spirit.,4.9323,1982-05-28,Rocky III,6.899,4410
4025,"[28, 12, 878]",602,en,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.",10.5206,1996-06-25,Independence Day,6.899,10195
4026,"[10749, 35]",25195,en,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",4.558,2010-01-08,Leap Year,6.898,2125
4027,"[18, 36, 28]",10423,en,"This film is a glimpse into the life, love and the unconquerable spirit of the legendary Bruce Lee. From a childhood of rigorous martial arts training, Lee realizes his dream of opening his own kung-fu school in America. Before long, he is discovered by a Hollywood producer and begins a meteoric rise to fame and an all too short reign as one the most charismatic action heroes in cinema history.",4.3034,1993-05-07,Dragon: The Bruce Lee Story,6.898,782
4028,"[12, 28, 53]",710,en,"When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from a dangerous space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon.",8.0909,1995-11-16,GoldenEye,6.898,4218
4029,"[28, 35, 10749]",868759,en,"Salt-of-the-earth Cole falls head over heels for enigmatic Sadie—but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",11.8528,2023-04-18,Ghosted,6.898,2105
4030,"[28, 12, 53]",399402,en,"Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",8.2419,2018-10-19,Hunter Killer,6.897,2330
4031,[18],11393,en,An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,2.86,1984-05-11,The Natural,6.897,643
4032,"[18, 35]",632666,en,"After discovering she can’t legally get an abortion in Missouri without her parents’ permission, teenager Veronica convinces her former best friend Bailey to take a road trip to Albuquerque to seek the procedure.",1.0742,2020-09-10,Unpregnant,6.9,313
4033,"[28, 35, 80, 18]",337170,en,"The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",7.8369,2017-08-18,American Made,6.896,4864
4034,"[10749, 18, 878, 53, 35, 28]",24739,en,"After 30 years of searching, Harry has finally met the girl of his dreams. Unfortunately, before they even have a chance to go on their first date, Harry intercepts some chilling news: WWIII has begun and nuclear missiles will destroy Los Angeles in less than an hour!",1.785,1989-05-19,Miracle Mile,6.896,304
4035,"[18, 10749, 35, 10402]",13497,en,"A talented street drummer from Harlem enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",3.696,2002-12-13,Drumline,6.9,549
4036,[35],2295,en,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",1.4262,2006-07-21,Clerks II,6.896,1455
4037,"[878, 35, 12, 14, 28]",1680,ja,"The advertising director of Pacific Pharmaceuticals, frustrated with the low ratings of their sponsored TV program, seeks a more sensationalist approach. He orders his staff to Faro Island to capture King Kong for exploitation. As Godzilla re-emerges, a media frenzy generates with Pacific looking to capitalize off of the ultimate battle.",2.0914,1962-08-11,King Kong vs. Godzilla,6.896,333
4038,"[28, 35, 12]",1051891,en,"When 93-year-old Thelma Post gets duped by a phone scammer pretending to be her grandson, she sets out on a treacherous quest across the city to reclaim what was taken from her.",2.3077,2024-06-21,Thelma,6.9,363
4039,[28],14746,en,"Raven Shaddock and his gang of merciless biker friends kidnap rock singer Ellen Aim. Ellen's former lover, soldier-for-hire Tom Cody, happens to be passing through town on a visit. In an attempt to save his star act, Ellen's manager hires Tom to rescue her. Along with a former soldier, they battle through dangerous cityscapes, determined to get Ellen back.",2.5473,1984-06-01,Streets of Fire,6.895,529
4040,"[28, 80, 14, 53]",1405338,ja,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",5.1411,2025-02-26,Demon City,6.894,307
4041,"[28, 35, 53]",457332,en,Two elite soldiers must escort civilians through a gauntlet of gunfire and explosions.,3.5189,2023-07-06,Hidden Strike,6.894,1047
4042,[35],425134,en,An aging Latin lover gets dumped by his sugar mama and must fend for himself in a harsh world.,3.0233,2017-03-06,How to Be a Latin Lover,6.894,649
4043,"[10752, 28, 18]",78215,no,"During World War II, enemy fighter pilots find themselves face to face after shooting down one another's planes over a desolate landscape. In order to survive, they must set aside the rules of war.",1.3267,2012-03-09,Into the White,6.9,315
4044,"[35, 27]",21588,it,"Cemetery watchman, Francesco Dellamorte, is tasked with dispatching the recently deceased when they rise from their graves.",1.9202,1994-03-25,Cemetery Man,6.892,561
4045,"[12, 10751, 18, 35]",8326,en,"After being wrongfully convicted for stealing a pair of shoes, Stanley Yelnats is sent away to Camp Green Lake, a boys detention facility where inmates are forced to dig holes all day in the hot desert sun as a form of character building. But Stanley and the other boys start to unravel a mystery, linked with the camps tough-as-nails warden —and possibly Stanley’s family itself.",3.8985,2003-04-18,Holes,6.894,1504
4046,"[18, 10749]",6418,en,"In a Paris hotel room, Jack Whitman lies on a bed. His phone rings; it's a woman on her way to see him, a surprise. She arrives and the complications of their relationship emerge in bits and pieces. Will they make love? Is their relationship over? (A prequel to The Darjeeling Limited, 2007.)",2.5441,2007-10-26,Hotel Chevalier,6.894,884
4047,[18],1951,da,"In 1933, a young woman and her father discover an Alabama plantation whose inhabitants live as if slavery had never been abolished. Feeling a sense of duty to those behind the heavy gates, she stays to liberate the people and see them through their first harvest. With four of her father's colleagues and a lawyer, she faces the daunting task of resurrecting the place known as Manderlay.",4.1746,2005-06-03,Manderlay,6.9,385
4048,"[35, 12, 18]",407447,en,Ajatashatru Lavash Patel has lived all his life in a small Mumbai neighborhood tricking people with street magic and fakir stunts. He sets out on a journey to find his estranged father but instead gets dragged on a never-ending adventure.,2.5431,2018-05-09,The Extraordinary Journey of the Fakir,6.9,308
4049,"[28, 35, 80, 53]",390043,en,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",7.4274,2017-08-16,The Hitman's Bodyguard,6.892,6544
4050,"[18, 28]",296524,en,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.",4.3245,2016-09-28,Deepwater Horizon,6.893,4806
4051,"[18, 878]",83542,en,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",5.2905,2012-10-26,Cloud Atlas,6.893,7393
4052,[35],8075,fr,"A supposedly idyllic weekend trip to the countryside turns into a never-ending nightmare of traffic jams, revolution, cannibalism and murder as French bourgeois society starts to collapse under the weight of its own consumer preoccupations.",0.8249,1967-12-29,Weekend,6.893,309
4053,"[28, 80, 53]",2140,en,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",2.8431,2001-07-06,Kiss of the Dragon,6.9,1298
4054,"[18, 53]",210479,en,"Ivan Locke has worked hard to craft a good life for himself. Tonight, that life will collapse around him. On the eve of the biggest challenge of his career, Ivan receives a phone call that sets in motion a series of events that will unravel his family, job, and soul.",3.7886,2014-04-10,Locke,6.892,2852
4055,"[10751, 10402, 10770, 35, 14]",177888,en,"Life's a beach for surfers Brady and McKenzie – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other!",3.5791,2013-08-07,Teen Beach Movie,6.9,941
4056,[53],31997,en,Aircraft factory worker Barry Kane flees across the United States after he is wrongly accused of starting the fire that killed his best friend.,1.5602,1942-04-22,Saboteur,6.9,531
4057,"[18, 10752]",17360,en,A group of POWs in a German prison camp during World War II play the German National Soccer Team in this powerful film depicting the role of prisoners during wartime.,3.264,1981-06-17,Escape to Victory,6.891,976
4058,"[18, 80]",9344,en,"A group of bored, disaffected New York City teenagers spend a day skating, smoking, drinking, partying, deflowering virgins, and getting into fights.",5.7632,1995-07-28,Kids,6.9,1240
4059,"[53, 28]",1005331,en,An airport security officer races to outsmart a mysterious traveler forcing him to let a dangerous item slip onto a Christmas Eve flight.,7.1137,2024-12-05,Carry-On,6.892,2612
4060,"[35, 10749]",232672,en,"Recently divorced mom Lauren and widowed dad Jim let their friends push them into a blind date, which goes disastrously wrong. Unsurprisingly, neither wants to see the other ever again. However, fate intervenes when both Jim and Lauren, unbeknownst to each other, purchase one-half of the same vacation package at a South African resort for families, during spring break. They and their children are forced to share the same romantic suite and participate in a slew of family activities together.",7.183,2014-05-21,Blended,6.891,3741
4061,"[12, 14, 28]",10323,en,"To win the right to marry his love, the beautiful princess Andromeda, and fulfil his destiny, half-God-half-mortal Perseus must complete various tasks including taming Pegasus, capturing Medusa's head and battling the feared Kraken.",3.614,1981-06-12,Clash of the Titans,6.891,829
4062,"[16, 14, 878]",8953,ja,"In 1860s Britain, a boy inventor finds himself caught in the middle of a deadly conflict over a revolutionary advance in steam power.",1.6569,2004-07-17,Steamboy,6.891,475
4063,"[27, 18, 14]",660942,no,"Four children become friends during the summer holidays, and out of sight of the adults they discover they have hidden powers. While exploring their newfound abilities in the nearby forests and playgrounds, their innocent play takes a dark turn and strange things begin to happen.",2.2639,2021-09-03,The Innocents,6.89,687
4064,"[18, 10749]",10644,en,"Successful surgeon Tomas leaves Prague for an operation, meets a young photographer named Tereza, and brings her back with him. Tereza is surprised to learn that Tomas is already having an affair with the bohemian Sabina, but when the Soviet invasion occurs, all three flee to Switzerland. Sabina begins an affair, Tom continues womanizing, and Tereza, disgusted, returns to Czechoslovakia. Realizing his mistake, Tomas decides to chase after her.",1.8762,1988-02-05,The Unbearable Lightness of Being,6.9,501
4065,"[18, 35]",8272,en,A sister and brother face the realities of familial responsibility as they begin to care for their ailing father.,2.6145,2007-11-28,The Savages,6.89,424
4066,"[12, 18, 10749]",547,en,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,2.623,1998-02-01,The Horse Whisperer,6.89,1178
4067,"[53, 27]",360784,en,A family takes refuge in a fallout shelter to avoid a dangerous outbreak.,8.6928,2015-09-15,Hidden,6.889,1120
4068,"[28, 16, 878, 27]",133121,ja,"U.S. federal agent Leon S. Kennedy sneaks into the ""East Slavic Republic"" to verify rumors that Bio-Organic Weapons (BOWs) are being used in the country's civil war, which the U.S. and Russia are making preparations to jointly intervene in. Right after his infiltration, the U.S. government orders him to leave immediately. Determined to uncover the truth, Leon ignores the order and enters the battlefield to end the chain of tragedies caused by the BOWs.",3.3192,2012-09-25,Resident Evil: Damnation,6.889,971
4069,"[18, 80]",27233,ja,"Shinji and Masaru spend most of their school days harassing fellow classmates and playing pranks. They drop out and Shinji becomes a small-time boxer, while Masaru joins up with a local yakuza gang. However, the world is a tough place.",1.4701,1996-07-27,Kids Return,6.9,333
4070,"[14, 35, 10749]",12187,en,"A fateful night in 1959, four people die when the bus they are riding crashes. They continue as ghosts; their souls become eternally entwined to the life of a child born at the moment of their deaths as his guardians. Baby Thomas grows up to be a businessman who has memories of his playmates, but assumes they are products of his youthful imagination. When the ghosts realize they need Thomas' help to move on to the afterlife, they decide to make an appearance once more.",2.1149,1993-08-13,Heart and Souls,6.889,406
4071,"[28, 12, 35, 18, 37]",9359,en,"Bret Maverick is a gambler who would rather con someone than fight them, and needs an additional $3k in order to enter a winner-takes-all poker game beginning in a few days. He joins forces with a woman with a marvelous Southern accent, and the two try and enter the game.",2.635,1994-05-20,Maverick,6.889,1717
4072,"[18, 10749]",22947,en,"Corporate downsizing expert Ryan Bingham spends his life in planes, airports, and hotels, but just as he’s about to reach a milestone of ten million frequent flyer miles, he meets a woman who causes him to rethink his transient life.",4.7629,2009-12-04,Up in the Air,6.887,3894
4073,"[10751, 16, 18]",16366,en,"In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.",4.3092,2000-11-07,Joseph: King of Dreams,6.888,1058
4074,"[12, 18, 28]",254,en,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",8.1776,2005-12-12,King Kong,6.888,8345
4075,"[10749, 18]",820525,en,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",4.7895,2023-09-13,After Everything,6.887,972
4076,"[16, 35, 10751, 37, 12]",44896,en,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",8.8342,2011-03-02,Rango,6.887,6947
4077,[35],6471,en,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson sets off on a hilarious misadventure that takes him from rags to riches and back again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",1.7896,1979-12-14,The Jerk,6.887,878
4078,"[28, 27, 53]",602223,en,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,5.3085,2021-06-30,The Forever Purge,6.886,2630
4079,"[18, 53]",322125,fr,"A struggling writer finds a shortcut to fame, but a blackmailer threatens to ruin his perfect life.",0.8634,2015-03-18,A Perfect Man,6.886,690
4080,[35],57214,en,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",6.7342,2012-03-01,Project X,6.886,6684
4081,[18],31900,fr,"A glimpse at the life of French singer Serge Gainsbourg, from growing up in 1940s Nazi-occupied Paris through his successful song-writing years in the 1960s to his death in 1991 at the age of 62.",1.3256,2010-01-20,Gainsbourg: A Heroic Life,6.886,351
4082,"[80, 18, 28]",13939,en,"After his wife is murdered by street punks, a pacifistic New York City architect becomes a one-man vigilante squad, prowling the streets for would-be muggers after dark.",4.31,1974-07-24,Death Wish,6.886,914
4083,"[35, 18, 10402]",739993,en,"For teenage misfits Hunter and Kevin, the path to glory is clear: Devote themselves to metal. Win Battle of the Bands. And be worshipped like gods.",1.7268,2022-04-08,Metal Lords,6.885,737
4084,"[28, 53]",560016,en,"Kid is an anonymous young man who ekes out a meager living in an underground fight club where, night after night, wearing a gorilla mask, he is beaten bloody by more popular fighters for cash. After years of suppressed rage, Kid discovers a way to infiltrate the enclave of the city’s sinister elite. As his childhood trauma boils over, his mysteriously scarred hands unleash an explosive campaign of retribution to settle the score with the men who took everything from him.",5.7167,2024-04-03,Monkey Man,6.885,1319
4085,"[28, 80]",495764,en,"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",12.199,2020-02-05,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),6.885,10684
4086,[18],10443,en,"After surviving a plane crash that kills many others, Max Klein develops a sense of invulnerability, leading to radical, compulsive actions. Can a psychologist and a fellow guilt-ridden survivor bring him down to earth?",1.0531,1993-10-15,Fearless,6.9,330
4087,[35],9942,en,"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate—but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed.",2.2813,1989-02-16,Major League,6.885,850
4088,"[12, 18, 36]",7305,en,"The amazing true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",2.7839,1993-01-15,Alive,6.885,1546
4089,[18],4012,en,"A hardcore US racist skinhead who, because of his intelligence, leads a gang dedicated to fighting the enemy: the supposed American-Jewish conspiracy for domination. However, he's hiding a secret: he's Jewish-born, a brilliant scholar whose questioning of the tenets of his faith has left him angry and confused, turning against those who he thinks have a tragic history of their own making.",1.4061,2001-08-23,The Believer,6.885,656
4090,"[27, 9648, 878, 53]",539651,en,"A detective suffering from a personal loss receives a call from his recently deceased niece. Being able to communicate across time, the two work together to try and stop the crime before it occurs.",1.3992,2019-08-30,Don't Let Go,6.884,434
